,item_id,method,question,answer_key,answer_text,options,context_id,title,is_vietnam,bloom,wh_type,verifier_score
11,itm_1ebef5e3728e,rule_based,Karl Marx sống trong thế kỷ nào?,C,ngày 8 tháng 3 năm 1881,"[{'label': 'A', 'text': 'ngày 28 tháng 8 năm 1844', 'is_correct': False, 'entity_type': 'DATE', 'provenance': 'kb'}, {'label': 'B', 'text': '20/5/1810', 'is_correct': False, 'entity_type': 'DATE', 'provenance': 'kb'}, {'label': 'C', 'text': 'ngày 8 tháng 3 năm 1881', 'is_correct': True, 'entity_type': 'DATE', 'provenance': 'context_span'}, {'label': 'D', 'text': 'ngày 12 tháng 4 năm 1861', 'is_correct': False, 'entity_type': 'DATE', 'provenance': 'kb'}]",ctx_48ca5d9a32ea,Karl Marx,False,nhan_biet,thoi_gian,0.8918
12,itm_1a4db602ee16,vit5_ft,Vị vua kế vị ngai vàng của Pháp là ai?,B,Louis XVI,"[{'label': 'A', 'text': 'Pháp', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Louis XVI', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'C', 'text': 'khoan dung đối với người Do Thái và tín hữu Kháng Cách)  Pháp', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'bãi bỏ chế độ nông nô', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_bfe87e484004,Louis XVI của Pháp,False,nhan_biet,nhan_vat,0.7793
13,itm_e520b02c3798,rule_based,Địa điểm nào liên quan đến Lịch sử thế giới?,C,châu Mỹ,"[{'label': 'A', 'text': 'thành Babylon', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'B', 'text': 'Olympía', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'C', 'text': 'châu Mỹ', 'is_correct': True, 'entity_type': 'LOC', 'provenance': 'context_span'}, {'label': 'D', 'text': 'Iraq', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}]",ctx_e718d3c41bbf,Lịch sử thế giới,False,nhan_biet,dia_diem,0.8358
14,itm_0cd39fe7b28d,rule_based,Lịch sử thế giới xảy ra tại địa điểm nào?,A,châu Âu,"[{'label': 'A', 'text': 'châu Âu', 'is_correct': True, 'entity_type': 'LOC', 'provenance': 'context_span'}, {'label': 'B', 'text': 'công Bretagne', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'C', 'text': 'xứ Sparta', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'D', 'text': 'hạ Saharan', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}]",ctx_89a35751955d,Lịch sử thế giới,False,nhan_biet,dia_diem,0.8363
15,itm_0e1625846a27,rag_llm,Hán Linh Đế qua đời vào năm nào?,A,189,"[{'label': 'A', 'text': '189', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'B', 'text': '190', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': '192', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': '188', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_86a233367b9d,Nhà Hán,False,nhan_biet,thoi_gian,0.8354
16,itm_c43de0bf7992,rag_llm,Ai là người sáng lập triều đại nhà Hán?,C,Lưu Bang,"[{'label': 'A', 'text': 'Vương Mãng', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Lưu Tú', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Lưu Bang', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'D', 'text': 'Hán Cao Tổ', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_c725fcb094b9,Nhà Hán,False,nhan_biet,nhan_vat,0.759
17,itm_7a4eb2d58268,vit5_ft,Vị trí của Đông Bộ Đầu là ở đâu?,C,Từ Liêm-Hà Nội,"[{'label': 'A', 'text': 'Vân Nam', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Uriyangqadai', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Từ Liêm-Hà Nội', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'D', 'text': 'Cuối', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_cd9f0ca8daa3,Nhà Trần,True,nhan_biet,dia_diem,0.8556
18,itm_53726d6140b4,vit5_ft,Ai là người phải thân chinh đi dẹp giặc?,D,vua Trần Nhân Tông,"[{'label': 'A', 'text': 'Vua Trần Minh Tông', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Phạm', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Trần Nhân Tông', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'vua Trần Nhân Tông', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}]",ctx_53540ec85e1c,Nhà Trần,True,nhan_biet,nhan_vat,0.7912
19,itm_9889f37e8048,rag_llm,Phạm Văn Đồng kết hôn với bà Cúc vào tháng nào năm nào?,C,tháng 10 năm 1946,"[{'label': 'A', 'text': 'tháng 5 năm 1945', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'tháng 3 năm 1947', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'tháng 10 năm 1946', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'D', 'text': 'tháng 12 năm 1948', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_5979b1464ed7,Phạm Văn Đồng,True,nhan_biet,thoi_gian,0.9285
20,itm_1a5438bafde6,rag_llm,Nguyên nhân nào dẫn đến tình trạng bệnh của bà Phạm Thị Cúc?,A,Bà Cúc bị bệnh 'nửa quên nửa nhớ',"[{'label': 'A', 'text': ""Bà Cúc bị bệnh 'nửa quên nửa nhớ'"", 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'B', 'text': 'Bà Cúc bị bệnh do áp lực công việc', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Bà Cúc bị bệnh do thiếu dinh dưỡng', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'Bà Cúc bị bệnh do di chứng chiến tranh', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_5979b1464ed7,Phạm Văn Đồng,True,nhan_biet,nguyen_nhan,0.8604
21,itm_208243ceb2bb,rag_llm,Richard I của Anh sinh vào năm nào?,B,1157,"[{'label': 'A', 'text': '1175', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': '1157', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'C', 'text': '1165', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': '1145', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_72be17c9ecc3,Richard I của Anh,False,nhan_biet,thoi_gian,0.8837
22,itm_722008147283,rag_llm,"Ai là Vua nước Anh từ 6 tháng 7, 1189 cho tới khi mất?",C,Richard I,"[{'label': 'A', 'text': 'John I', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Edward I', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Richard I', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'D', 'text': 'Henry II', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_0951e90f6172,Richard I của Anh,False,nhan_biet,nhan_vat,0.9024
23,itm_f4fdd9cfd53b,rag_llm,Thành ủy Thành phố Hồ Chí Minh khóa X nhiệm kỳ nào?,D,2015-2020,"[{'label': 'A', 'text': '2005-2010', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': '2010-2015', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': '2020-2025', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': '2015-2020', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}]",ctx_b82acf6debdd,Thành phố Hồ Chí Minh,True,nhan_biet,thoi_gian,0.9119
24,itm_6167180498c1,rag_llm,Ai là Bí thư Thành ủy Thành phố Hồ Chí Minh hiện tại?,A,ông Nguyễn Thiện Nhân,"[{'label': 'A', 'text': 'ông Nguyễn Thiện Nhân', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'B', 'text': 'ông Lê Thanh Hải', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'ông Đinh La Thăng', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'ông Nguyễn Văn Nên', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_b82acf6debdd,Thành phố Hồ Chí Minh,True,nhan_biet,nhan_vat,0.8939
25,itm_71a5ac79fa1b,rule_based,Nhân vật nào liên quan đến Thư viện Quốc gia Pháp?,B,Charles V,"[{'label': 'A', 'text': 'William xứ Blyborough', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}, {'label': 'B', 'text': 'Charles V', 'is_correct': True, 'entity_type': 'PER', 'provenance': 'context_span'}, {'label': 'C', 'text': 'Andrew Moray', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}, {'label': 'D', 'text': 'Karl XII', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}]",ctx_8e346b000028,Thư viện Quốc gia Pháp,False,nhan_biet,nhan_vat,0.8679
26,itm_bb67bbcc5107,rule_based,Nhân vật nào liên quan đến Thư viện Quốc gia Pháp?,A,Guillaume Budé,"[{'label': 'A', 'text': 'Guillaume Budé', 'is_correct': True, 'entity_type': 'PER', 'provenance': 'context_span'}, {'label': 'B', 'text': 'Paul F. Boller Jr', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}, {'label': 'C', 'text': 'Corbulo', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}, {'label': 'D', 'text': 'Nadar', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}]",ctx_890d72dbdfe6,Thư viện Quốc gia Pháp,False,nhan_biet,nhan_vat,0.8547
27,itm_998cd1dd6fa4,rule_based,Thư viện Quốc gia Pháp diễn ra ở đâu?,B,Pháp,"[{'label': 'A', 'text': 'Abyssinia', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'B', 'text': 'Pháp', 'is_correct': True, 'entity_type': 'LOC', 'provenance': 'context_span'}, {'label': 'C', 'text': 'Liễu Trung', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'D', 'text': 'xứ Ely', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}]",ctx_1bd715612548,Thư viện Quốc gia Pháp,False,nhan_biet,dia_diem,0.8346
28,itm_d558571959b9,rule_based,Thư viện Quốc gia Pháp diễn ra tại đâu?,B,Richelieu - Louvois,"[{'label': 'A', 'text': 'Cận Đông', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'B', 'text': 'Richelieu - Louvois', 'is_correct': True, 'entity_type': 'LOC', 'provenance': 'context_span'}, {'label': 'C', 'text': 'Cung điện Versailles', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'D', 'text': 'cung điện Emir', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}]",ctx_b40e29e6f7b1,Thư viện Quốc gia Pháp,False,nhan_biet,dia_diem,0.8349
29,itm_ae09d860b16b,rule_based,Đế quốc Ottoman diễn ra tại đâu?,B,Thổ Nhĩ Kỳ,"[{'label': 'A', 'text': 'Bắc Thiền vu', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'B', 'text': 'Thổ Nhĩ Kỳ', 'is_correct': True, 'entity_type': 'LOC', 'provenance': 'context_span'}, {'label': 'C', 'text': 'Trung Á', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}, {'label': 'D', 'text': 'Suhl', 'is_correct': False, 'entity_type': 'LOC', 'provenance': 'kb'}]",ctx_df1c376cd1b5,Đế quốc Ottoman,False,nhan_biet,dia_diem,0.8801
30,itm_4d3a22f3d15a,rule_based,Đế quốc Ottoman do ai thực hiện?,C,Suleiman I,"[{'label': 'A', 'text': 'Philotas', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}, {'label': 'B', 'text': 'Đường Mông', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}, {'label': 'C', 'text': 'Suleiman I', 'is_correct': True, 'entity_type': 'PER', 'provenance': 'context_span'}, {'label': 'D', 'text': 'Bose', 'is_correct': False, 'entity_type': 'PER', 'provenance': 'kb'}]",ctx_f486bea38ecd,Đế quốc Ottoman,False,nhan_biet,nhan_vat,0.834
31,itm_55a200246963,vit5_ft,"Năm 1603, sự kiện nào đã xảy ra?",B,Elizabeth qua đời,"[{'label': 'A', 'text': 'và Robert Devereux', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Elizabeth qua đời', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'C', 'text': 'năm 1599  Charles Blount', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'Huân tước xứ Essex', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_87d54844346f,Elizabeth I của Anh,False,thong_hieu,su_kien,0.7926
32,itm_aabe68fc4400,vit5_ft,Các loại nhạc cụ nào được sử dụng trong lễ đăng quang của Elizabeth?,D,"đàn organ, sáo, kèn, trống, và chuông","[{'label': 'A', 'text': 'những bài diễn văn cùng những lễ hội tung hô tân vương', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Giám', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Carlise', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'đàn organ, sáo, kèn, trống, và chuông', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}]",ctx_cf2765e48636,Elizabeth I của Anh,False,thong_hieu,su_kien,0.7781
33,itm_10a932e0d160,vit5_ft,Thông bảo hội sao được phát hành với mục đích gì?,B,1 quan tiền đồng lấy 1 quan 2 tiền giấy,"[{'label': 'A', 'text': 'năm 1396  Cấm tiêu riêng', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': '1 quan tiền đồng lấy 1 quan 2 tiền giấy', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'C', 'text': 'chứa riêng tiền đồng', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'số tiền bạc thu hồi chứa ở kho Ngao trì kinh thành và trị sở các huyện.', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_4bf3211c7625,Hồ Quý Ly,True,thong_hieu,su_kien,0.7951
34,itm_2a9a721b5b0a,vit5_ft,Vua Trần Dụ Tông mất vào năm nào?,C,Năm 1369,"[{'label': 'A', 'text': 'cưới về làm vợ', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'người làm trò trong hoàng cung tên Dương Khương  do không có con', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Năm 1369', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'D', 'text': 'thì Trần Dục lấy làm thích', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_29054d8747a9,Hồ Quý Ly,True,thong_hieu,su_kien,0.7667
35,itm_1bfcffd382ae,vit5_ft,Mục đích của cuộc cách mạng Pháp vào năm 1791 là gì?,C,nỗ lực lật đổ vương quyền để thiết lập một nền cộng hòa,"[{'label': 'A', 'text': 'chính sự thiếu quyết đoán và quan điểm thủ cựu của Louis XVI  năm 1791', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Cách', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'nỗ lực lật đổ vương quyền để thiết lập một nền cộng hòa', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'D', 'text': 'Pháp', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_c7d7c76ba0d1,Louis XVI của Pháp,False,thong_hieu,su_kien,0.8168
36,itm_5fa417e3e1a3,vit5_ft,Sardar Vallabhbhai Patel là ai?,D,cánh tay phải của Gandhi,"[{'label': 'A', 'text': 'Bihar', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Gujarat', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'Sardar Vallabhbhai Patel', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'cánh tay phải của Gandhi', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}]",ctx_32d232338acf,Mahatma Gandhi,False,thong_hieu,su_kien,0.8082
37,itm_bb47596d8191,vit5_ft,Vì sao phong trào vừa đạt đỉnh điểm thì đã chấm dứt?,B,"một cuộc xung đột bạo lực tại thị xã Chauri Chaura, bang Uttar Pradesh","[{'label': 'A', 'text': 'từ chối không đóng thuế và huỷ bỏ những danh hiệu', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'một cuộc xung đột bạo lực tại thị xã Chauri Chaura, bang Uttar Pradesh', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'C', 'text': 'các sản phẩm Anh  từ chức không làm cho chính quyền', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'huy chương Anh', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_a4385c218212,Mahatma Gandhi,False,thong_hieu,nguyen_nhan,0.8548
38,itm_299b2817b7be,vit5_ft,Mục đích của Mohandas Karamchand Gandhi là gì?,A,chỉ đạo cuộc kháng chiến chống chế độ thực dân của Đế quốc Anh và giành độc lập cho Ấn Độ,"[{'label': 'A', 'text': 'chỉ đạo cuộc kháng chiến chống chế độ thực dân của Đế quốc Anh và giành độc lập cho Ấn Độ', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'B', 'text': 'Nguyên', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': 'anh hùng dân tộc Ấn Độ  30 tháng 1 năm 1948', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'American Civil Rights Movement', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_2f37c7938419,Mahatma Gandhi,False,thong_hieu,su_kien,0.8174
39,itm_84869cf4d6e6,vit5_ft,Cuộc hôn nhân của Chế Mân và Chế Mân diễn ra trong bao lâu?,C,1 năm,"[{'label': 'A', 'text': 'Lý (từ đèo Hải Vân', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Thừa Thiên đến phía bắc Quảng Trị ngày nay)', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'C', 'text': '1 năm', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'D', 'text': 'Anh Tông lo sợ Huyền Trân ở đấy không hay  hai châu Ô', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_0f3cf52d5df7,Nhà Trần,True,thong_hieu,su_kien,0.7683
40,itm_825f06f167f9,vit5_ft,Sự ủng hộ của Công giáo đối với các vị hoàng đế là gì?,B,Thượng đế,"[{'label': 'A', 'text': 'Leopold', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'B', 'text': 'Thượng đế', 'is_correct': True, 'entity_type': None, 'provenance': 'context_span'}, {'label': 'C', 'text': 'Pháp', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}, {'label': 'D', 'text': 'Trải', 'is_correct': False, 'entity_type': None, 'provenance': 'generated'}]",ctx_cee2ff2eaa6d,Đế quốc La Mã Thần thánh,False,thong_hieu,su_kien,0.7659
